,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
303990,2280022,Test,M,30.5,0.47,0.35,1.03,0.3,2.15
304010,4528533,Test,U,30.5,0.08,0.55,6.05,0.55,7.23
304023,1011046,Control,M,33.0,0.15,0.23,1.03,0.35,1.77
304028,299462,Control,U,35.5,0.3,0.08,1.4,0.68,2.4
304045,7655458,Test,M,63.5,0.17,0.9,1.27,1.3,3.63
304050,6373694,Control,M,46.0,0.08,0.38,3.63,1.08,5.18
304056,6252053,Control,M,54.0,0.17,0.35,1.45,0.32,2.28
304061,9955114,Control,M,74.0,0.05,0.18,1.65,1.7,3.58
304068,6189027,Test,F,43.5,0.13,1.2,0.47,2.32,4.12
304093,6073444,Control,U,22.5,0.05,0.08,1.48,0.87,2.48
304098,6032775,Control,M,68.5,0.52,0.6,0.62,2.82,4.55
304116,4183199,Test,F,56.5,0.12,0.45,0.93,0.93,2.43
304121,8957739,Test,F,66.5,0.23,0.88,0.7,4.95,6.77
304132,5691818,Test,U,43.0,0.05,0.08,0.88,0.75,1.77
304137,9919106,Test,F,24.0,0.1,0.35,1.78,0.65,2.88
304142,463030,Control,U,55.5,0.43,0.15,2.17,0.75,3.5
304147,5190544,Test,F,67.5,2.02,0.38,0.57,1.1,3.57
304179,4014435,Control,U,43.5,0.17,0.0,2.02,1.02,3.2
304191,5196791,Test,F,31.5,0.07,0.17,1.12,0.35,1.7
304196,7590220,Control,U,48.5,1.12,0.22,2.1,4.78,7.98
304218,5559892,Test,U,19.5,0.77,0.1,0.62,0.23,1.65
304226,4412923,Test,F,49.5,0.1,0.63,0.72,0.42,1.87
304231,7867427,Test,F,43.5,0.07,0.95,0.95,3.17,5.13
304262,2222172,Test,M,60.5,0.15,0.28,0.72,0.52,1.67
304267,3919298,Control,U,67.5,1.87,0.63,0.25,0.62,3.37
304272,7953995,Test,M,22.5,0.12,0.65,1.73,0.87,3.37
304277,3673713,Control,F,42.0,0.22,0.07,1.03,1.25,2.57
304283,9333117,Control,M,80.0,1.65,0.3,1.2,4.97,7.78
304296,1255355,Control,F,55.0,0.08,0.3,1.68,0.72,2.78
304301,609702,Control,U,27.0,0.1,0.18,1.15,0.28,1.72
304306,5065737,Test,U,56.5,0.12,0.52,2.2,1.08,3.92
304338,2354722,Test,U,38.5,0.33,0.07,0.9,3.93,5.13
304345,5042551,Test,M,63.0,0.1,0.18,0.43,4.65,5.37
304351,6808282,Control,F,36.0,0.13,0.77,0.95,0.97,2.73
304358,9371388,Control,F,67.5,0.32,0.62,0.52,1.13,2.58
304363,4945180,Test,M,26.5,0.17,0.42,1.63,1.02,3.23
304368,6271957,Test,F,76.5,0.23,0.27,0.27,0.67,1.43
304373,5531217,Test,M,44.5,0.2,0.35,2.07,1.07,3.53
304381,7834887,Test,U,32.5,0.53,0.52,0.65,0.23,1.93
304386,4429356,Test,M,59.5,0.3,0.9,2.28,4.07,7.55
304391,8129324,Test,U,40.0,0.08,0.55,1.52,0.3,2.45
304422,1978521,Test,M,26.5,0.78,0.18,0.42,0.45,1.42
304430,7694274,Control,M,73.5,0.72,0.67,1.15,1.75,4.28
304435,3859765,Test,M,78.5,0.15,0.43,0.58,1.92,3.08
304446,614896,Control,U,32.5,0.1,0.1,1.07,1.8,3.07
304451,823482,Control,F,55.5,0.27,0.58,1.15,0.98,2.98
304470,4101033,Control,F,30.5,0.35,0.47,1.53,0.9,3.25
304475,6124319,Test,F,58.5,0.18,0.32,0.72,1.15,2.37
304480,9878337,Control,F,35.5,0.43,0.22,2.57,1.32,4.53
304486,8415327,Control,U,30.0,1.68,0.23,0.65,0.3,2.87
304491,8180028,Test,F,29.5,0.8,1.47,1.38,3.9,5.08
304504,6586925,Test,M,69.5,1.63,0.18,1.15,5.68,8.65
304509,7528589,Test,F,38.5,0.08,0.58,1.0,0.32,1.98
304514,1299036,Control,U,50.5,0.35,0.53,1.08,2.38,4.35
304519,7249861,Test,U,24.5,0.05,0.22,1.6,0.47,2.33
304532,7594828,Control,U,45.0,0.12,0.22,0.72,0.47,1.52
304537,8543419,Test,U,53.5,0.12,0.23,1.12,2.0,3.47
304543,5927616,Test,U,31.0,0.23,0.12,0.7,0.73,1.6
304554,3009769,Test,F,41.5,0.25,0.23,1.35,3.25,5.08
304560,7223227,Control,F,42.5,0.32,0.37,0.4,0.68,1.6
304569,4198518,Control,F,65.5,0.23,1.63,0.6,1.55,4.02
304574,3762736,Control,M,68.5,0.62,0.78,0.95,2.45,4.8
304621,4230817,Control,F,72.0,0.27,0.75,1.03,1.38,3.43
304632,6760966,Control,F,52.5,0.5,0.23,1.33,1.82,3.88
304637,7619625,Control,M,55.5,0.22,0.75,2.02,0.55,3.53
304648,3374146,Test,M,51.5,0.08,0.23,0.63,0.42,1.37
304653,4184921,Control,U,53.5,1.37,0.37,5.33,3.08,10.15
304658,2547961,Test,U,31.5,0.15,0.17,2.2,0.38,2.9
304663,3352429,Test,U,19.5,0.23,0.78,0.55,0.68,2.25
304672,4230237,Test,F,85.5,0.15,1.07,0.6,3.28,5.1
304686,1304890,Test,M,60.5,0.07,1.12,2.27,3.87,7.32
304695,966927,Test,F,50.5,0.23,0.28,0.97,0.98,2.3
304712,4328457,Test,U,51.5,0.23,0.53,1.42,1.47,3.65
304717,9600075,Test,U,54.5,0.87,0.27,4.37,1.25,2.28
304740,2340487,Test,U,31.0,0.2,0.28,0.78,0.82,1.97
304749,6890062,Control,F,65.5,0.22,1.57,0.73,2.32,4.83
304755,9660484,Test,F,92.5,0.05,0.67,0.25,1.92,2.88
304760,2577696,Test,U,54.0,0.2,0.13,1.08,0.42,1.83
304765,2244759,Control,F,53.0,0.2,0.55,0.72,0.88,2.35
304772,5502279,Control,M,47.5,0.15,0.18,2.07,0.63,3.03
304807,1574008,Test,U,55.0,0.12,0.22,6.88,0.42,7.63
304818,379137,Control,U,25.5,0.1,0.08,0.65,0.35,1.18
304847,6374678,Test,F,46.5,1.15,0.1,1.05,0.43,2.42
304862,6318002,Test,U,58.5,1.17,4.48,1.65,4.17,11.47
304876,8495015,Test,U,80.5,0.27,0.53,1.35,5.28,7.43
304881,5391356,Control,U,33.0,1.93,0.27,0.65,0.42,1.42
304902,585691,Control,M,38.5,1.13,0.12,1.37,0.72,3.13
304909,7723861,Control,U,24.0,0.18,0.15,1.03,0.27,1.63
304915,7015427,Control,M,54.5,0.22,1.03,0.83,2.13,4.22
304920,8860154,Control,U,26.0,0.1,0.32,0.92,0.4,1.73
304931,3065153,Test,U,28.5,0.1,0.72,1.13,0.38,2.33
304936,5075546,Test,F,59.5,0.1,0.3,0.73,0.75,1.88
304952,5512076,Test,M,47.5,0.18,1.63,1.33,3.43,6.58
304957,4537923,Test,U,43.5,0.53,0.03,1.57,0.58,2.62
304963,9055013,Control,M,52.5,0.13,0.13,1.93,0.97,3.17
304968,6444119,Test,F,58.0,0.55,0.73,3.25,0.65,2.5
304984,5249171,Test,U,28.5,0.05,0.23,0.93,1.05,2.27
304989,4434894,Test,F,25.5,0.05,0.17,1.9,0.3,2.42
304997,1833898,Test,F,56.5,0.23,0.23,1.73,0.77,2.83
305005,3032996,Control,U,28.5,0.28,0.12,1.18,0.83,2.42
305012,1333273,Control,M,56.5,0.3,2.65,3.43,2.0,8.38
305017,5210738,Test,M,61.5,0.28,0.1,1.15,1.1,2.63
305027,2034717,Test,F,32.5,0.22,0.43,1.18,2.63,4.47
305041,1940048,Control,M,56.0,0.3,0.98,1.9,1.87,5.05
305048,6055231,Control,M,65.5,1.03,0.47,0.57,0.78,1.95
305073,7768954,Test,M,72.5,0.18,0.43,1.48,2.52,4.62
305080,5926831,Control,U,38.5,0.33,0.62,1.2,1.23,3.38
305085,6868337,Test,F,24.5,0.12,0.12,0.85,0.38,1.47
305090,3081541,Control,M,61.5,1.67,3.3,1.55,5.92,12.43
305115,7581825,Test,U,36.0,0.08,0.12,1.0,0.32,1.52
305120,6796441,Test,F,29.5,0.07,0.12,0.25,0.43,0.87
305132,2937724,Control,M,40.5,0.37,1.42,4.05,3.95,9.78
305137,2616515,Control,F,46.0,0.78,0.72,10.47,1.15,10.47
305147,7170304,Control,U,35.5,0.28,1.18,1.42,0.6,3.48
305152,5266149,Control,F,56.5,0.1,0.1,1.65,0.93,2.78
305178,9869254,Test,F,26.5,0.1,0.3,1.9,1.47,3.77
305183,1187978,Test,U,24.5,0.07,0.37,0.92,1.48,2.83
305209,4932638,Test,U,25.5,0.12,0.38,1.67,1.37,3.53
305214,7809099,Test,U,31.5,0.52,0.13,1.38,0.42,2.35
305220,5085825,Control,U,61.5,0.15,0.8,2.55,2.3,5.8
305227,5645092,Control,F,42.5,0.77,1.47,1.22,3.27,6.72
305234,9391627,Test,M,58.5,2.07,0.32,1.18,2.35,5.92
305239,3669611,Control,F,62.5,0.73,0.53,1.62,5.67,8.55
305244,2476053,Control,M,46.0,0.3,0.18,2.45,1.03,3.97
305249,7458984,Test,U,88.5,0.1,0.48,0.68,0.67,1.93
305254,2578113,Test,F,67.5,0.35,0.65,1.02,4.65,6.4
305264,7833990,Test,U,49.0,0.08,0.1,1.43,0.28,1.9
305269,4646536,Control,F,30.5,0.13,0.08,0.35,0.55,1.12
305311,3729673,Control,M,36.5,0.08,0.12,1.32,0.48,2.0
305316,8182204,Control,M,50.5,0.67,0.2,1.95,4.18,7.0
305324,4094463,Test,M,29.5,0.17,0.2,2.68,0.6,3.65
305342,9264924,Control,U,67.5,1.93,0.12,0.38,0.62,2.55
305367,6813206,Test,M,39.5,0.18,0.25,1.27,0.5,2.2
305383,1419301,Test,U,32.5,0.12,0.62,1.12,1.68,3.53
305392,7676685,Control,U,55.5,0.27,0.12,0.77,0.83,1.98
305397,5639692,Test,M,51.0,0.07,0.57,5.07,3.07,8.77
305407,9725922,Test,M,35.0,0.17,0.17,1.65,0.22,2.2
305414,3401354,Test,M,30.0,0.2,0.23,1.17,0.47,2.07
305419,7217773,Control,U,24.0,0.15,0.3,1.78,1.42,3.65
305425,3674355,Control,M,54.5,0.2,0.1,1.28,1.08,2.67
305464,3758849,Control,U,23.0,0.2,1.58,1.82,1.45,5.05
305473,5457150,Test,M,22.5,0.22,3.82,1.57,2.68,8.28
305484,1255014,Control,U,26.5,0.33,0.67,1.47,0.65,3.03
305507,9552062,Control,F,65.5,0.4,1.3,0.63,5.58,6.03
305523,6110307,Test,F,46.5,0.2,0.82,1.25,0.75,3.02
305530,4415445,Control,U,41.5,0.78,0.05,1.52,0.87,3.1
305541,4656524,Test,F,34.5,0.15,0.72,2.02,3.43,6.32
305548,6352379,Test,M,41.5,0.35,1.03,0.98,1.08,3.27
305556,9650145,Test,M,62.5,0.12,0.3,1.58,0.43,2.43
305561,5856243,Control,F,30.5,0.12,0.93,1.95,0.57,3.57
305575,8629169,Control,M,42.5,0.17,0.6,1.05,0.87,2.68
305580,5084415,Control,M,61.5,0.17,0.18,1.35,4.58,6.28
305585,460755,Control,U,57.5,0.9,2.02,1.4,0.88,5.1
305597,7881075,Control,U,49.5,0.62,0.5,1.92,1.3,4.33
305606,649821,Control,U,55.0,0.23,0.38,1.32,0.72,2.65
305616,1425817,Test,F,61.5,0.85,0.22,0.72,0.68,2.47
305632,9763368,Test,U,56.5,0.43,0.2,0.72,3.78,4.98
305647,3973908,Control,U,24.5,0.37,0.9,1.18,4.08,6.53
305658,758728,Control,M,61.5,0.57,1.45,7.33,1.72,11.07
305681,5157179,Test,M,51.5,0.15,0.23,0.92,0.53,1.83
305686,4630710,Control,F,25.0,0.1,0.15,0.72,6.27,7.23
305691,336265,Test,F,55.5,0.08,0.58,0.92,2.33,3.92
305720,9228974,Test,U,36.5,0.08,0.12,2.12,0.72,3.03
305735,3281409,Test,U,41.5,0.7,0.65,2.9,1.0,3.1
305753,737256,Control,U,59.5,0.25,0.32,2.53,1.8,2.92
305773,3561382,Control,M,74.5,0.62,0.6,0.47,1.62,3.3
305794,2595098,Control,M,45.5,0.98,0.32,1.35,0.6,2.63
305810,292788,Test,M,74.5,0.37,1.35,0.77,7.8,10.28
305832,5103975,Test,M,34.5,0.15,0.17,1.02,0.53,1.77
305865,2813430,Control,F,53.5,0.3,0.77,1.37,1.48,3.92
305870,2577121,Control,F,25.0,0.15,0.77,1.55,0.9,3.37
305914,3424180,Test,M,61.0,0.57,0.72,4.57,0.97,6.82
305919,1429772,Test,U,52.0,0.2,0.18,1.9,0.68,2.97
305938,6371570,Test,U,55.5,0.12,0.62,1.73,2.15,4.55
305946,6862744,Test,U,22.5,0.2,0.45,1.5,0.43,2.58
305951,4022403,Test,U,18.5,1.68,0.25,0.53,0.72,3.07
305958,8711224,Test,F,50.5,0.07,0.98,1.92,0.68,3.65
305967,9726273,Control,U,34.5,0.15,0.12,1.03,0.98,2.28
305973,471520,Control,F,51.5,0.37,0.72,0.92,1.15,3.15
305979,3711153,Control,U,62.0,1.2,2.33,3.53,7.65,11.3
305991,3618409,Control,F,56.5,0.17,0.75,1.45,0.82,3.18
306007,3230369,Test,M,64.5,1.45,1.03,0.65,2.45,3.93
306017,1120647,Test,U,35.5,0.25,0.1,1.02,0.6,1.97
306022,1044633,Test,U,19.5,0.12,0.25,1.28,0.7,2.35
306034,9698005,Control,M,30.5,0.27,0.2,3.23,0.5,3.83
306066,596962,Test,U,30.0,1.42,1.03,0.35,0.72,2.5
306073,1124900,Test,F,27.5,0.37,5.07,0.18,1.2,6.82
306079,263217,Control,F,66.5,1.32,1.6,1.33,7.05,9.25
306091,582438,Control,F,27.5,0.18,0.08,0.48,0.65,1.4
306100,358456,Test,M,28.5,0.15,0.48,1.02,0.43,2.08
306128,873471,Test,U,38.5,0.1,0.25,1.38,1.78,3.52
306133,1214668,Test,F,38.0,0.12,0.18,0.92,0.33,1.55
306138,6435836,Control,F,49.0,0.57,0.28,1.77,1.53,4.15
306144,5886350,Control,F,58.5,0.95,4.35,1.27,2.17,4.0
306155,9283525,Test,F,70.5,0.25,0.68,1.22,1.27,3.42
306160,2004994,Test,M,65.5,0.23,0.58,0.55,1.9,3.27
306167,8526713,Test,M,34.5,0.12,0.38,3.63,1.08,5.22
306186,5992018,Control,M,63.5,0.88,0.5,0.52,7.78,9.47
306193,528600,Test,F,57.5,0.83,0.55,2.03,2.02,3.05
306204,2418795,Control,U,31.5,0.05,0.22,2.4,0.52,3.18
306209,4937291,Control,U,29.0,0.35,0.35,0.47,0.65,1.82
306214,3945400,Control,U,45.5,1.03,0.28,2.62,1.97,5.68
306221,828337,Test,U,20.5,1.23,0.42,1.0,0.52,1.98
306231,1494258,Test,U,49.5,0.8,0.4,0.42,0.3,1.57
306238,4148488,Test,F,84.0,0.52,0.82,1.27,0.7,1.75
306247,6581548,Control,U,31.0,0.32,0.22,0.67,0.6,1.68
306264,363128,Test,M,27.5,0.08,0.72,1.37,1.1,3.27
306270,5770986,Test,M,72.5,0.2,1.0,1.97,3.72,6.88
306290,5951929,Test,M,63.5,0.25,1.67,5.72,2.95,10.58
306322,611342,Control,F,26.5,0.12,0.12,0.92,6.22,7.37
306329,4044316,Test,F,32.5,0.13,0.43,1.37,3.48,5.42
306335,9114855,Test,M,45.5,0.78,0.22,1.02,0.3,2.32
306340,4455559,Control,F,69.5,0.78,1.77,2.97,2.68,8.2
306371,938741,Test,U,32.5,0.05,0.22,1.22,0.3,1.78
306393,6423817,Control,F,61.5,0.28,0.43,0.68,1.37,2.77
306398,2272416,Test,M,72.0,0.15,0.42,0.55,1.55,2.67
306409,2444673,Control,F,66.5,0.75,0.25,0.4,2.2,3.6
306419,9155946,Test,F,56.5,0.28,2.18,1.93,1.4,5.8
306424,6488366,Test,U,61.5,0.32,0.22,0.4,0.8,1.73
306440,1973917,Control,M,32.5,0.1,0.22,1.42,1.08,2.82
306470,3719801,Test,U,59.5,0.35,0.5,2.3,0.72,3.67
306478,6328295,Control,F,54.5,0.35,1.02,1.12,2.4,4.88
306487,622947,Test,U,70.5,0.08,0.43,0.75,2.37,3.63
306495,11054,Control,M,60.0,0.58,0.35,3.07,4.48,8.48
306541,5177112,Test,M,42.5,0.22,0.65,0.85,0.5,2.22
306548,1189860,Test,U,18.5,0.27,0.5,0.68,1.1,2.55
306563,6611712,Control,U,27.5,0.18,0.45,2.5,1.42,4.55
306579,7294633,Test,M,59.5,0.25,0.28,2.37,3.48,6.38
306613,1149337,Test,U,21.0,0.17,0.28,2.55,4.73,7.73
306619,2858665,Test,F,27.5,1.25,0.65,0.53,0.3,2.6
306625,4210011,Test,U,39.5,0.22,0.33,1.28,0.38,2.22
306630,3005754,Control,U,36.0,0.12,0.98,2.47,0.83,4.4
306645,1982424,Test,M,19.0,0.37,0.87,3.02,2.1,6.27
306660,3440791,Control,M,34.5,0.12,0.45,0.93,0.72,2.22
306665,8538953,Control,M,37.5,0.13,0.37,1.42,1.15,3.07
306686,5356212,Test,M,59.5,0.17,0.07,0.47,0.47,1.07
306694,1196788,Control,U,23.5,0.32,0.23,3.12,1.87,5.53
306705,3288356,Test,M,45.5,0.08,0.53,1.93,0.52,3.07
306718,8988721,Control,F,33.0,0.35,0.47,3.6,2.85,7.0
306725,2934006,Control,M,35.5,0.67,0.13,0.57,3.7,5.07
306735,2718542,Test,U,36.0,0.18,0.27,0.38,1.68,2.52
306744,7462350,Test,F,65.0,2.1,1.22,0.9,0.53,1.48
306766,5315667,Test,F,19.5,0.35,0.18,2.87,0.33,1.53
306779,1125601,Test,U,67.5,1.22,0.32,0.4,0.65,2.45
306785,8212875,Control,M,35.5,0.93,0.48,1.25,0.8,2.25
306805,6986643,Test,M,33.5,0.07,0.22,0.53,0.37,1.18
306810,1931127,Control,F,25.5,0.25,1.02,1.2,2.28,4.75
306820,1398572,Test,M,33.5,0.83,0.42,1.75,1.48,4.48
306835,25043,Control,F,59.5,0.13,0.67,0.25,1.0,2.05
306840,7877379,Control,F,58.5,0.2,0.33,0.33,0.77,1.63
306847,5896233,Test,U,37.5,0.08,0.15,2.55,0.33,3.12
306852,8755478,Control,F,26.5,1.45,0.37,2.13,0.42,3.43
306861,1410166,Test,U,59.5,0.32,1.23,1.05,6.38,8.77
306876,5463581,Test,U,44.0,0.22,0.43,1.0,1.8,3.45
306882,582696,Control,M,55.5,0.53,1.3,1.27,3.43,6.53
306887,7779213,Test,M,67.5,0.3,0.45,0.68,0.62,1.93
306894,192518,Test,M,48.5,0.1,0.12,1.32,0.95,2.48
306908,813507,Control,F,60.5,1.07,0.97,0.65,0.92,3.6
306918,4513475,Control,M,53.0,0.08,0.1,1.28,0.92,2.38
306933,6998825,Test,U,39.5,0.08,0.43,1.1,1.48,3.1
306949,5446840,Control,F,34.0,0.25,0.15,4.43,0.67,5.5
306954,2091122,Control,U,33.5,0.17,0.1,1.25,0.83,2.35
306960,2856801,Test,M,33.0,0.13,1.22,2.17,1.35,4.87
306967,5936703,Test,U,56.5,0.32,0.7,1.73,0.75,3.27
306975,8619224,Test,M,36.0,0.12,0.13,0.6,0.47,1.32
306990,3662957,Test,F,46.5,0.12,0.13,0.58,0.28,1.12
306995,6716032,Control,U,27.5,0.13,0.07,1.17,0.92,2.28
307000,3472561,Test,U,22.5,0.18,1.25,1.58,0.3,2.28
307008,5942983,Control,U,20.5,0.32,0.15,2.25,2.1,4.82
307018,9141021,Test,U,29.5,0.2,0.23,0.77,0.38,1.58
307029,654835,Control,F,28.0,0.1,0.2,1.02,0.32,1.63
307041,9364089,Control,F,66.5,0.6,0.9,0.67,0.63,1.25
307058,3009911,Test,F,54.5,0.07,0.82,0.32,0.9,2.1
307067,2738051,Control,F,61.5,0.97,0.6,1.75,6.68,9.17
307077,2686544,Control,F,53.0,0.2,0.23,0.28,3.13,3.85
307103,9074374,Control,M,29.5,0.13,0.53,0.97,0.88,2.52
307116,958379,Test,M,31.5,0.18,0.38,1.6,0.82,2.98
307122,2036689,Test,U,62.0,0.2,1.47,0.43,0.93,3.03
307136,9770973,Test,F,59.5,0.28,1.02,0.73,2.08,4.12
307141,8613329,Test,U,47.0,0.08,0.3,5.33,1.08,6.8
307147,2870699,Test,M,26.5,0.08,0.43,2.93,2.08,5.53
307152,6235867,Test,M,21.5,0.12,0.87,4.12,0.52,5.62
307157,1781226,Control,M,56.5,1.98,1.22,0.72,1.8,5.72
307168,8240915,Control,M,49.0,0.3,0.12,2.38,0.3,3.1
307186,3434412,Test,F,67.0,0.08,0.15,0.58,4.57,5.38
307192,6657865,Test,M,66.0,0.22,0.55,2.27,1.3,4.33
307198,4382058,Test,F,51.5,1.13,0.57,0.77,0.43,1.7
307211,9472337,Control,U,75.5,1.92,1.75,0.75,7.37,10.77
307218,9512063,Test,M,34.5,0.12,0.5,1.07,0.42,2.1
307223,3216907,Test,F,55.5,0.27,1.6,1.83,6.17,9.87
307228,9244146,Control,F,56.0,0.25,0.98,2.38,1.22,2.03
307238,7068025,Test,M,58.5,0.15,0.15,0.78,0.4,1.48
307261,3494298,Test,M,34.5,0.05,0.35,1.35,0.38,2.13
307285,8982518,Test,U,52.5,2.02,0.5,1.0,1.42,4.93
307326,915274,Test,U,30.5,0.12,0.27,1.43,4.93,6.75
307331,522508,Control,M,25.5,0.2,0.18,2.42,0.55,3.28
307355,5313210,Control,U,56.5,0.53,1.37,0.6,3.42,5.92
307364,8170322,Control,F,29.0,0.12,0.17,0.58,0.48,1.35
307378,7208080,Test,U,52.5,0.17,0.47,1.72,0.63,2.98
307398,9853259,Control,U,45.5,1.12,0.08,1.52,0.93,2.58
307413,2671924,Test,M,27.5,0.17,0.65,2.42,1.08,1.85
307428,180425,Test,U,26.0,0.3,0.55,2.28,0.67,3.8
307440,7869613,Control,U,51.5,0.12,5.33,2.23,0.97,8.65
307457,3471892,Control,U,61.5,1.55,0.68,2.27,3.08,7.58
307463,7390161,Control,U,48.5,0.52,0.12,0.78,1.67,3.08
307479,1575726,Control,U,22.5,0.23,0.25,1.28,1.35,3.12
307484,2897189,Test,U,31.5,0.13,0.2,0.7,0.28,1.32
307489,9902427,Test,U,36.5,0.2,0.85,1.47,1.03,3.55
307508,1135485,Test,F,48.5,0.47,0.77,6.33,0.58,8.15
307513,7950882,Test,F,51.5,0.08,0.22,1.1,0.38,1.78
307521,6231368,Test,U,30.0,1.63,0.32,1.75,0.45,4.15
307526,590476,Test,U,28.5,0.18,0.15,1.35,0.32,2.0
307531,4749703,Control,F,58.5,0.52,1.0,0.53,2.38,4.18
307549,452583,Control,U,44.5,0.43,0.4,2.0,1.8,4.63
307593,5063441,Control,F,57.5,0.1,0.2,1.12,0.58,2.0
307598,1958941,Test,F,45.5,1.37,0.27,0.52,0.42,2.57
307630,9679406,Control,U,55.5,0.28,0.15,0.45,0.85,1.73
307635,7394414,Test,M,71.5,0.13,0.63,1.23,1.02,3.02
307649,3635736,Test,U,57.5,0.22,0.15,2.03,0.65,3.05
307654,5001947,Test,M,54.0,0.15,2.95,2.5,2.4,8.0
307671,7583768,Control,U,54.0,0.07,0.43,1.1,2.57,4.17
307707,8032606,Test,U,29.5,0.07,1.07,1.3,0.37,2.8
307713,1109184,Control,F,33.0,2.07,0.42,2.83,0.28,2.82
307728,2758391,Control,U,23.5,0.07,0.07,0.43,0.7,1.27
307739,188427,Control,U,54.5,0.73,0.53,4.3,1.22,6.78
307748,8644236,Test,F,58.5,1.43,0.27,1.05,2.65,5.3
307770,3233984,Control,F,58.5,0.98,1.72,0.62,3.82,7.13
307780,2532662,Control,M,28.5,0.27,0.32,1.03,0.7,2.32
307789,1970759,Control,U,31.0,0.18,0.47,1.38,1.77,3.8
307806,9120702,Test,F,41.5,0.28,0.32,1.1,0.83,2.4
307816,6398380,Test,M,67.5,0.08,2.02,1.03,2.15,5.28
307822,9289329,Test,F,65.5,0.42,0.43,0.58,2.3,3.73
307827,5857627,Test,U,38.5,0.27,0.28,1.68,0.7,2.93
307833,8328073,Test,U,55.5,0.32,1.37,1.75,1.97,5.4
307843,7296892,Test,U,37.5,0.5,1.0,4.67,0.57,2.67
307860,6372796,Test,M,63.5,0.63,3.15,1.55,1.3,3.72
307870,2184782,Test,U,29.0,0.17,0.3,0.72,2.47,3.65
307878,7859822,Test,U,28.5,0.12,0.27,0.85,0.35,1.58
307883,9688507,Control,F,61.5,0.5,0.25,1.15,4.2,6.1
307888,5331001,Test,M,60.5,0.18,1.02,1.48,0.62,3.3
307893,195080,Test,M,33.5,0.1,0.62,1.03,0.47,2.22
307904,2380023,Test,M,43.5,0.22,0.33,1.8,0.7,2.88
307911,6349231,Test,M,37.5,1.03,0.43,1.73,2.05,5.25
307922,7305050,Test,U,28.5,0.07,0.15,0.95,0.33,1.5
307927,8575091,Test,U,62.0,0.33,0.83,0.8,10.0,11.97
307934,7711539,Control,M,57.5,0.4,1.18,1.58,2.38,5.55
307941,1350783,Test,U,80.5,1.43,1.45,0.82,1.43,2.93
307952,5189871,Control,F,55.5,1.73,0.1,1.67,0.93,4.03
307958,7201571,Test,M,48.5,0.15,0.4,2.23,0.52,3.3
307963,4164346,Control,M,56.5,1.42,0.95,2.58,1.47,6.42
307968,6845707,Control,M,28.5,0.27,0.38,2.8,1.37,4.82
307982,7315264,Test,F,32.5,0.12,0.27,1.33,0.35,2.07
307992,267299,Control,F,64.5,0.68,0.17,1.03,7.3,9.18
308000,5430346,Test,F,35.5,0.1,0.15,1.0,0.87,2.12
308007,3714922,Control,U,31.0,0.17,0.78,1.75,0.57,3.27
308012,4832944,Test,F,32.5,0.1,0.15,0.48,1.18,1.92
308017,9987707,Test,M,46.5,0.3,0.15,0.85,0.92,2.07
308024,6361294,Test,U,40.5,0.25,0.4,1.83,1.52,3.6
308034,1540888,Control,U,41.5,0.57,0.2,1.07,1.35,3.18
308039,3288080,Test,U,42.0,0.42,1.15,2.95,0.98,5.5
308044,2067509,Test,F,62.5,0.08,0.6,0.53,1.7,2.92
308049,117276,Test,U,71.5,0.17,0.27,1.1,0.85,2.38
308059,1291447,Control,F,62.0,0.98,0.95,0.9,2.88,3.88
308070,3717237,Control,F,41.5,0.08,0.28,0.88,1.12,2.37
308102,6116021,Test,F,50.5,0.08,1.5,3.68,1.52,6.78
308109,6483911,Test,F,31.5,0.25,1.35,1.23,0.98,3.82
308114,8037374,Control,M,37.5,0.3,0.1,0.87,0.6,1.87
308124,4689285,Test,M,50.5,0.22,0.18,2.37,0.62,3.38
308129,541976,Test,U,33.5,0.05,0.3,0.62,4.6,5.57
308135,6001708,Control,F,57.5,0.2,0.93,1.93,1.78,4.85
308150,5472730,Control,U,30.0,1.27,0.08,4.02,0.0,5.37
308158,8628119,Control,F,71.5,1.15,3.37,1.47,6.3,12.28
308168,2156449,Control,M,37.5,0.97,0.27,2.0,0.98,3.33
308175,5615347,Control,U,33.5,0.6,0.08,2.68,1.75,5.12
308180,1388375,Control,U,63.5,0.57,1.3,0.53,2.13,4.45
308187,972596,Control,M,38.5,0.37,1.1,1.18,0.8,3.45
308210,6110745,Control,F,61.5,0.52,3.55,2.32,1.25,3.43
308222,126285,Control,F,48.5,1.0,4.88,0.18,1.27,7.22
308243,7590603,Control,M,59.5,0.38,0.25,0.82,2.57,4.02
308250,4822408,Test,U,24.5,0.08,0.32,0.45,0.27,1.12
308263,6989213,Control,M,63.5,0.17,0.47,0.55,8.68,9.87
308291,1589206,Control,M,54.5,0.45,0.45,1.05,1.18,3.13
308305,4704178,Control,M,49.5,1.0,0.23,1.42,1.15,3.13
308317,6605778,Test,F,47.0,0.62,0.58,0.73,0.75,2.68
308323,5265454,Test,M,23.5,0.47,1.38,2.08,0.63,3.38
308334,9268806,Test,M,31.0,1.08,0.1,0.82,0.3,2.23
308377,4222945,Control,U,58.5,0.57,0.18,0.63,1.17,2.55
308406,2952435,Test,M,33.0,0.12,0.25,1.05,0.37,1.78
