,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
4738,1671477,Control,M,34.5,0.25,0.77,1.33,1.1,3.45
4752,7146195,Test,F,40.5,0.05,0.12,1.03,0.53,1.73
4757,4647478,Control,U,75.5,1.63,2.12,1.65,2.68,3.93
4766,5464721,Test,U,53.0,0.18,0.35,1.18,2.02,3.73
4771,3882086,Control,U,48.5,0.58,1.72,1.02,1.22,4.53
4777,4385232,Control,F,37.0,0.23,0.67,1.85,0.93,3.68
4785,7188669,Test,U,49.5,0.38,1.63,1.15,0.45,1.38
4795,9656424,Test,M,60.5,0.08,0.25,0.9,1.28,2.52
4800,329574,Test,U,28.5,0.15,0.7,0.85,0.37,2.07
4809,7726175,Control,M,25.5,0.15,0.08,1.6,0.43,2.27
4818,1237163,Test,F,62.5,0.37,2.37,2.25,0.83,2.13
4855,5249795,Control,M,17.5,0.2,0.2,0.53,1.18,2.0
4863,9408869,Control,M,69.0,0.12,0.35,0.62,0.67,1.75
4877,1024268,Test,F,49.5,0.47,0.42,0.82,0.78,2.48
4882,8644435,Test,U,44.5,0.17,2.13,3.83,0.98,7.12
4887,4446759,Test,U,50.5,1.27,1.45,2.72,4.43,9.87
4893,6571403,Control,M,82.0,0.17,0.73,2.47,2.02,5.38
4918,9243700,Control,F,27.0,0.15,3.83,0.98,4.67,9.63
4931,2354204,Test,M,52.5,0.45,2.65,2.45,1.32,6.87
4943,409787,Test,M,60.5,0.13,0.62,1.97,3.43,6.15
4952,3737834,Test,M,57.5,1.17,0.43,0.42,0.68,2.07
4959,3394004,Test,M,30.5,0.13,0.43,0.93,0.42,1.82
4966,7096317,Control,F,42.5,0.2,1.22,2.35,3.17,6.93
4971,7494176,Control,F,71.5,0.58,1.57,0.42,2.62,5.18
4976,9268374,Test,M,57.0,0.2,0.25,1.7,0.35,2.5
4988,7045882,Control,U,31.5,0.37,0.47,0.35,5.78,6.67
4995,7044362,Test,M,58.5,0.4,0.58,1.45,0.95,3.23
5002,6672315,Test,F,54.5,0.07,0.3,1.1,0.53,2.0
5007,2240256,Test,F,50.0,1.1,0.43,3.65,7.4,12.58
5020,3221598,Control,U,22.5,0.1,0.08,0.92,5.7,6.8
5025,7149854,Control,U,63.5,1.02,1.05,0.92,6.52,9.5
5073,7203736,Test,M,39.5,0.47,0.1,1.47,3.8,5.83
5078,1108090,Test,F,46.5,0.4,0.32,1.07,1.87,3.33
5087,1260653,Control,M,28.5,0.33,0.1,1.4,3.75,5.58
5092,1112343,Test,M,43.5,0.2,0.72,1.12,2.92,4.95
5113,7337453,Test,M,62.5,0.23,0.67,0.47,1.38,2.75
5124,6697221,Control,F,28.5,1.73,0.17,0.95,1.18,4.03
5129,3813623,Control,F,31.5,0.67,0.4,1.02,1.18,3.27
5134,1978167,Control,F,51.5,0.47,1.07,1.47,1.03,4.03
5139,4765026,Test,U,31.5,1.25,1.07,0.75,0.38,3.45
5156,5314587,Test,F,50.5,0.68,0.32,2.03,0.95,2.4
5178,6721172,Test,M,53.5,0.18,0.77,5.82,1.68,7.73
5199,8537217,Control,F,21.5,0.42,0.2,1.53,0.93,3.08
5204,5036404,Test,M,27.5,0.45,0.57,0.95,0.75,2.43
5228,4251068,Control,U,56.5,0.3,0.6,0.43,1.12,2.32
5236,7864632,Test,U,24.0,0.1,0.47,1.1,8.1,9.77
5242,574728,Test,M,60.5,0.22,1.83,1.63,2.97,6.65
5258,4890753,Control,U,34.5,0.25,0.08,0.65,1.17,2.15
5263,5340999,Test,U,20.5,0.17,0.57,0.87,0.87,2.47
5268,4807789,Control,U,31.5,0.4,0.65,0.78,0.97,2.8
5275,9068866,Control,U,56.5,1.25,1.1,0.97,2.82,6.13
5288,8071131,Control,F,64.5,1.92,0.6,0.65,2.92,6.08
5293,4089005,Control,U,61.0,0.08,0.32,0.4,0.87,1.67
5303,6885624,Control,M,70.5,1.15,0.33,0.53,2.5,4.1
5310,9354633,Test,U,26.5,0.15,1.38,1.17,0.53,3.23
5318,2621982,Control,U,40.5,0.78,0.78,2.28,1.45,5.3
5323,4743648,Control,U,29.0,0.17,0.67,0.82,7.82,9.47
5328,15050,Test,F,52.5,1.1,0.37,0.98,0.65,2.05
5349,9815599,Control,U,51.5,0.32,0.2,3.83,1.22,5.57
5365,1954630,Test,U,33.5,0.47,0.42,1.05,0.55,2.48
5392,3781768,Test,F,47.0,0.17,0.97,0.93,1.15,3.22
5398,1446469,Control,M,25.5,0.12,0.08,0.57,0.42,1.18
5409,227805,Test,U,36.5,0.37,0.35,4.07,0.37,5.15
5414,2560691,Test,U,58.5,0.25,0.5,2.42,5.52,8.68
5419,4952273,Control,F,34.0,0.4,0.92,0.75,0.38,1.4
5443,7154717,Control,M,43.0,0.23,0.23,2.6,5.65,8.72
5452,8062119,Control,M,44.5,0.27,1.05,1.27,2.0,4.58
5457,4799453,Control,M,63.0,0.27,0.33,0.45,2.83,3.67
5469,5044560,Test,U,58.0,0.12,0.25,1.88,1.67,3.92
5488,4056801,Test,F,60.5,0.53,0.65,1.83,0.87,3.88
5494,431627,Test,U,36.5,0.05,0.67,0.92,0.3,1.93
5499,4417192,Test,F,30.5,0.23,0.53,1.87,0.45,3.08
5532,3652385,Control,M,79.0,0.3,0.32,0.52,0.67,1.8
5583,5031199,Control,U,55.0,0.05,0.83,0.8,0.42,2.1
5595,4379730,Test,M,63.5,0.1,0.15,0.32,0.88,1.45
5611,927516,Test,M,30.5,0.12,0.62,0.72,0.27,1.72
5627,297472,Control,U,61.0,0.9,1.0,0.68,5.45,8.03
5638,8259583,Test,U,34.5,0.23,0.12,1.4,0.97,2.72
5655,1677722,Test,U,32.5,0.3,0.97,1.25,1.57,1.57
5667,960724,Test,F,33.0,0.25,0.28,1.98,0.35,1.02
5676,4060334,Control,U,25.5,0.35,0.27,1.1,0.43,2.15
5681,8568326,Test,M,63.5,0.15,0.77,0.58,2.55,4.05
5719,7534819,Test,M,59.5,0.57,0.63,3.83,3.15,8.18
5724,1256690,Test,M,35.5,0.12,0.95,2.0,0.28,3.35
5746,2909102,Test,M,48.5,0.2,1.07,0.83,0.67,2.77
5770,8213521,Control,F,46.0,0.1,0.18,1.23,0.62,2.13
5785,2735635,Test,M,49.5,0.05,0.37,2.03,1.82,4.27
5793,4204839,Control,U,25.5,0.1,0.17,1.98,0.37,2.62
5799,4315514,Test,M,67.5,1.9,0.73,3.22,9.63,11.78
5808,1263455,Test,U,27.5,0.08,0.57,3.47,0.47,4.58
5813,1194237,Test,M,30.5,0.2,0.77,2.12,0.55,3.63
5822,5711578,Control,M,36.5,0.18,0.45,1.43,1.45,3.52
5827,5308409,Control,F,49.5,0.2,0.52,3.18,1.7,5.6
5848,1393168,Test,F,33.5,0.1,0.67,2.05,2.07,4.88
5853,3816563,Test,U,24.5,0.07,0.2,0.32,0.37,0.95
5865,3154747,Control,U,54.5,0.38,0.17,4.35,1.07,5.97
5871,7065655,Test,U,34.5,0.48,0.27,0.97,0.62,2.33
5879,8479157,Control,M,63.5,0.6,0.42,1.55,0.6,3.17
5910,6270117,Test,U,33.0,0.07,0.57,2.23,0.4,3.27
5922,1482272,Test,U,47.5,0.37,1.8,1.23,0.55,3.48
5946,8836494,Test,U,62.5,0.22,0.98,0.45,10.73,12.38
5954,4023749,Control,M,67.0,0.2,0.45,0.83,4.47,5.95
5960,1278647,Control,U,26.5,0.32,0.12,0.9,1.02,2.18
5968,5644420,Control,M,25.0,0.13,0.17,1.42,0.28,2.0
5973,55448,Control,F,58.5,0.67,0.12,2.07,2.03,4.72
5988,782609,Test,F,51.5,0.07,0.62,1.98,1.42,4.08
5994,5369253,Test,F,71.5,0.25,0.37,0.53,0.98,2.13
5999,5929312,Test,M,48.5,0.23,1.18,1.53,0.52,3.47
6004,3954242,Test,F,46.5,0.17,0.23,3.62,0.53,4.55
6013,4953806,Test,M,42.5,0.12,0.25,1.0,0.47,1.83
6018,9744723,Test,F,28.5,0.35,0.2,0.88,0.78,2.07
6025,3198496,Test,F,52.5,0.27,1.1,1.47,0.57,1.83
6073,2061626,Control,M,56.5,0.38,0.88,3.5,4.58,9.35
6078,2837561,Control,U,33.5,0.15,0.08,1.65,0.63,2.52
6085,719113,Control,F,60.5,0.7,4.6,1.85,4.85,12.0
6153,4129281,Test,M,44.5,0.48,0.5,1.18,0.78,2.95
6171,3823935,Control,M,62.0,0.93,5.72,1.65,1.23,3.43
6184,64871,Control,M,47.0,0.18,0.43,0.87,6.57,8.05
6208,6662779,Test,F,30.5,0.43,0.33,0.68,0.55,2.0
6214,5107674,Control,U,46.5,0.42,0.93,1.88,0.85,3.88
6241,1263597,Test,U,32.0,0.12,0.18,0.6,0.67,1.57
6246,3047293,Test,U,29.5,0.73,0.77,2.08,0.88,3.87
6274,4094092,Control,F,40.5,0.27,0.1,1.58,0.65,2.6
6287,5299317,Control,U,38.5,1.43,2.7,1.9,3.98,6.08
6295,746892,Test,U,60.5,0.63,1.07,0.28,1.38,3.37
6300,7140331,Control,F,35.5,0.13,0.07,0.6,0.97,1.77
6310,4791137,Test,U,64.5,0.05,0.22,1.23,0.3,1.8
6318,8292253,Test,F,52.5,0.05,0.22,0.95,0.57,1.78
6333,5333922,Control,M,48.5,0.12,0.48,1.55,0.92,3.07
6345,9151225,Test,U,28.0,0.08,0.18,0.67,0.38,1.32
6350,8404765,Control,M,29.5,0.32,0.08,2.58,0.0,2.98
6358,1827753,Test,F,55.5,0.6,0.18,0.32,0.92,1.52
6374,2297521,Control,M,60.5,0.4,0.18,1.63,1.07,3.28
6382,2688470,Control,U,22.5,0.4,0.25,3.88,0.67,1.45
6392,4578710,Control,F,63.5,0.87,0.82,0.42,1.18,2.7
6399,4701250,Control,M,61.0,0.2,0.55,1.4,0.62,2.77
6404,2434945,Test,M,36.5,0.2,0.43,1.0,0.42,2.05
6409,6352249,Control,U,63.0,0.42,0.75,1.77,0.83,3.77
6425,2857106,Control,M,63.5,0.45,0.22,1.15,0.63,2.45
6430,5629464,Test,U,54.5,0.98,0.75,1.9,1.13,4.77
6435,6061814,Control,F,46.0,0.15,0.65,2.33,0.65,3.78
6440,9188669,Control,U,55.0,0.17,0.12,0.7,0.53,1.35
6454,5047201,Test,U,22.5,0.12,0.18,0.28,0.45,1.03
6459,8627399,Control,U,58.5,0.32,6.97,0.2,5.43,12.92
6480,8031718,Control,M,64.5,0.17,0.9,0.7,0.82,2.58
6485,1939550,Control,M,50.5,0.3,0.28,2.27,0.7,3.55
6502,2687712,Test,F,60.5,0.1,0.68,0.43,3.05,4.27
6534,643862,Test,U,19.0,0.18,0.3,1.78,0.7,2.97
6539,4418447,Test,F,50.5,0.18,0.22,1.95,0.47,2.82
6544,7331194,Control,F,77.5,1.65,1.23,0.87,8.97,12.72
6550,371162,Test,U,53.5,0.13,0.25,1.6,0.57,2.55
6579,1314809,Control,U,44.5,0.35,2.17,1.88,1.05,5.45
6588,6180572,Test,U,59.5,0.2,0.52,1.2,1.78,3.7
6593,747959,Test,U,25.5,0.17,0.48,1.65,0.65,2.95
6598,8778575,Test,F,51.5,0.12,1.22,1.05,2.07,4.45
6603,3879152,Test,M,74.5,0.45,1.4,0.25,1.52,3.62
6631,1669101,Control,U,74.5,0.48,0.2,0.75,3.18,4.62
6644,7582150,Control,M,32.0,0.08,0.25,1.03,0.5,1.87
6649,7335405,Test,U,69.5,0.13,0.62,0.7,4.95,6.4
6655,5283991,Control,F,52.0,0.93,0.25,0.92,0.52,2.62
6664,3267960,Test,M,60.5,0.3,4.38,0.73,1.68,7.1
6669,5395585,Control,M,30.5,0.58,0.1,2.32,0.62,3.62
6674,8125499,Test,F,51.5,0.08,0.45,2.27,1.9,4.7
6679,2321427,Control,F,63.0,0.28,0.23,0.58,1.47,2.57
6701,7208557,Test,M,53.0,0.32,1.58,2.75,1.4,4.63
6714,5576912,Test,U,75.5,0.2,0.87,1.02,1.55,3.63
6719,6716899,Test,U,41.5,0.33,0.1,1.43,1.03,2.9
6736,663694,Test,M,49.0,0.88,0.68,2.32,0.55,4.43
6751,7283745,Control,F,66.5,0.75,3.8,1.23,6.35,12.13
6756,9908836,Control,F,38.0,1.45,0.1,4.67,0.78,7.0
6764,8509031,Test,U,56.5,0.45,1.2,0.98,8.05,10.68
6770,4539437,Test,F,54.5,2.07,0.27,2.47,1.52,6.08
6777,3532521,Control,U,18.5,1.37,1.07,7.58,1.88,11.9
6784,7016459,Control,U,66.5,0.68,0.93,0.7,1.75,3.53
6792,6576518,Test,U,25.5,0.13,0.22,1.03,0.25,1.63
6797,7672522,Test,U,32.5,0.05,0.18,5.7,0.32,6.25
6802,5713590,Test,M,53.5,1.27,2.43,3.17,1.3,8.17
6817,9830820,Control,F,72.5,0.67,0.92,0.73,6.82,9.13
6822,4815206,Control,M,57.5,0.25,0.12,1.52,0.9,2.78
6827,949210,Test,M,54.5,0.07,0.6,0.85,0.82,2.33
6839,4463047,Test,F,56.5,0.18,0.65,1.3,2.68,4.82
6876,3729817,Test,M,59.5,0.23,0.2,0.52,1.22,2.17
6889,1260635,Test,M,63.5,0.43,0.5,0.47,0.43,1.48
6899,6042231,Test,F,33.5,0.07,0.13,1.0,0.53,1.73
6906,9813394,Control,F,52.5,0.3,0.83,2.67,0.75,4.55
6911,6240210,Control,M,44.0,0.28,0.47,4.97,0.75,6.47
6922,7956919,Test,F,48.5,0.17,2.77,5.0,0.78,8.72
6927,7994112,Test,F,32.5,0.13,1.03,1.27,3.72,6.15
6958,5618380,Test,F,34.0,0.25,0.25,0.32,0.43,1.25
6963,6679090,Test,M,70.5,0.12,0.52,0.67,1.47,2.77
6972,1756570,Control,U,22.5,0.37,0.08,1.28,0.63,2.37
6987,2895726,Control,F,33.5,0.27,0.6,1.1,1.38,3.35
6992,3678586,Test,U,26.5,0.18,2.17,3.57,4.75,10.67
7009,5191995,Control,F,67.5,0.23,0.12,0.42,1.23,2.0
7016,3143682,Control,M,64.5,0.12,0.63,1.77,1.32,3.83
7060,2395301,Control,U,61.5,0.22,0.23,0.72,1.97,3.13
7078,4374192,Test,U,34.5,0.12,0.22,0.55,0.55,1.43
7083,3833983,Test,M,40.5,0.78,0.1,1.9,3.82,6.6
7088,8053344,Test,F,51.0,0.08,0.65,2.02,1.05,3.8
7101,9500922,Control,U,52.5,1.4,1.45,4.48,0.57,1.82
7112,4308718,Control,M,60.5,0.43,0.75,0.78,1.15,3.12
7117,3160757,Test,M,27.5,0.57,0.15,0.77,0.32,1.8
7122,6147316,Control,M,56.0,0.25,0.62,0.98,0.97,2.82
7140,2106310,Test,U,49.0,0.18,0.12,1.57,0.9,2.68
7148,1547183,Test,U,22.5,0.17,0.3,0.37,0.53,1.28
7179,2760021,Control,F,52.0,0.52,0.32,1.35,1.12,3.3
7191,1330615,Test,M,18.5,0.17,0.1,0.43,0.82,1.47
7198,8004609,Test,F,40.0,0.17,1.17,1.68,1.87,4.88
7217,1982897,Test,M,40.5,0.17,0.75,1.17,0.28,2.37
7224,3222523,Control,U,74.0,0.87,0.97,0.88,1.92,3.55
7235,9609929,Control,U,39.5,0.13,0.12,1.25,0.63,2.13
7240,3836344,Control,U,34.5,0.13,0.3,1.18,1.03,2.65
7245,3708082,Test,M,39.0,0.13,0.35,1.12,0.48,2.08
7250,7821417,Test,U,39.5,0.08,0.22,1.08,0.68,2.07
7255,4659938,Test,U,42.5,0.13,0.45,1.13,0.98,2.7
7261,5937217,Control,F,60.0,0.22,0.72,1.58,3.07,5.58
7270,460269,Test,M,35.0,0.28,0.45,3.17,2.63,6.53
7275,1493662,Control,U,28.0,1.92,0.53,1.7,3.18,7.33
7280,9943578,Test,U,45.0,0.12,0.18,1.38,0.63,2.32
7285,415987,Test,U,24.5,0.15,0.98,1.52,2.88,2.88
7292,7230520,Test,M,35.5,0.95,0.05,0.72,0.43,1.25
7300,6247193,Test,M,27.5,0.23,0.07,1.7,2.93,4.93
7306,2380192,Control,M,52.0,1.6,0.52,1.47,0.65,2.92
7316,5681335,Control,F,18.5,0.1,0.2,0.43,1.23,1.97
7321,1257351,Control,U,32.5,0.45,0.08,6.63,1.17,8.33
7326,8196637,Test,M,30.5,0.28,0.95,1.57,2.45,5.08
7333,8900388,Test,U,26.5,0.12,0.2,0.88,0.48,1.68
7338,8212764,Control,F,69.0,1.33,0.22,0.88,0.62,3.05
7345,7812434,Control,M,49.5,0.58,1.02,3.78,0.88,6.27
7375,5756352,Test,F,24.5,0.2,0.2,2.13,0.63,3.02
7382,7788831,Control,U,22.5,0.22,0.08,1.3,1.37,2.97
7387,9885283,Test,M,56.5,0.07,0.27,1.22,0.92,2.47
7392,2628355,Control,U,21.0,0.13,0.18,1.18,0.88,2.38
7399,5512095,Control,U,30.5,0.25,0.1,2.72,1.57,4.63
7408,1432192,Control,U,41.5,0.23,0.23,4.15,0.48,5.1
7414,6815832,Control,M,67.5,0.23,4.72,0.93,0.9,6.78
7431,9194619,Test,M,39.5,0.17,0.4,1.33,0.72,2.62
7459,3813598,Control,M,53.5,1.0,1.37,1.33,0.78,0.82
7476,7608061,Test,M,24.5,1.43,0.23,0.9,0.45,2.83
7490,9639863,Test,M,72.5,0.07,0.52,0.2,0.9,1.68
7495,535999,Control,F,56.5,0.25,0.13,0.35,0.57,1.15
7514,169620,Test,M,49.5,0.07,0.25,1.33,0.5,2.15
7566,8420369,Test,M,54.5,0.18,0.93,0.93,1.15,3.2
7580,4245543,Control,F,64.5,0.82,1.63,0.62,3.47,6.4
7587,4719350,Control,M,53.5,0.47,0.7,1.13,0.67,2.97
7592,3827180,Control,M,56.0,0.67,0.22,0.45,0.57,1.4
7619,1983405,Control,F,60.5,0.7,1.18,0.92,1.8,4.6
7624,8968789,Control,U,45.5,0.62,6.5,3.28,1.08,11.48
7641,7670792,Control,U,28.5,0.12,0.15,1.02,0.67,1.95
7646,1236099,Control,U,42.5,0.18,0.6,1.45,0.5,2.73
7659,3875884,Test,U,39.5,0.35,0.32,1.18,1.95,1.95
7667,8496594,Control,M,69.5,0.3,1.27,0.72,7.73,10.02
7695,4371396,Test,F,33.5,0.12,0.78,2.2,0.3,3.33
7704,7313502,Test,M,63.5,0.68,0.35,0.67,1.48,3.18
7721,59860,Control,F,52.0,0.75,0.58,1.08,1.17,3.02
7732,1304236,Test,F,51.5,0.23,0.18,1.38,0.78,2.38
7739,600711,Control,F,61.0,0.13,0.33,1.95,0.75,3.17
7744,9983426,Test,M,44.5,0.47,0.5,1.22,1.8,3.98
7749,8757410,Test,U,40.0,0.07,1.18,1.5,0.53,3.28
7754,6702347,Test,U,65.5,0.1,0.45,1.2,0.68,2.43
7759,3688039,Test,F,61.5,0.12,0.12,1.43,0.78,2.45
7764,672908,Control,U,26.0,0.15,0.07,0.92,0.27,1.4
7769,3777319,Test,U,41.0,0.1,0.13,0.83,0.35,1.42
7811,8908476,Control,M,32.5,0.23,0.15,1.42,0.55,2.35
7816,9777569,Test,U,51.5,0.13,0.3,1.1,2.2,3.73
7839,3688173,Test,U,62.0,0.93,1.33,1.65,0.8,2.3
7850,1051166,Control,U,36.5,0.42,0.35,1.08,2.28,4.13
7855,929741,Test,M,49.5,0.07,0.42,2.03,1.9,4.42
7869,5716726,Control,F,41.5,0.28,0.68,0.43,0.72,2.12
7877,4966474,Control,M,85.0,0.65,0.72,1.45,2.57,4.18
7893,347328,Control,U,50.5,0.13,0.18,1.17,0.68,2.17
7900,4825433,Control,F,33.5,0.6,0.17,1.07,8.23,10.07
7915,2120274,Test,U,63.5,1.75,0.85,1.08,3.58,6.85
7976,2305813,Control,U,63.5,0.63,2.13,0.6,1.25,4.62
7984,1240218,Test,M,27.5,0.05,0.25,0.85,0.32,1.47
7989,1712416,Control,M,51.5,0.68,0.88,1.35,1.83,4.55
8016,7630828,Test,U,22.5,0.07,0.88,2.4,0.78,4.13
8034,9760523,Test,U,25.5,0.08,0.73,4.6,0.3,5.72
8039,5026800,Test,M,68.0,0.32,0.27,0.5,0.9,1.98
8050,5242916,Test,M,24.5,0.68,0.27,9.32,0.3,10.57
8055,6853601,Test,U,27.5,0.07,0.12,1.45,0.33,1.97
8066,4986682,Control,U,39.0,0.2,0.18,0.97,0.72,2.07
8071,8297953,Test,U,58.5,0.38,0.82,1.13,3.25,3.9
8083,4006775,Test,F,71.5,0.23,0.63,0.4,1.62,2.78
8117,8585280,Test,U,37.5,0.08,0.22,1.12,7.15,8.57
8123,9319758,Test,M,44.5,0.15,0.07,1.12,4.13,5.47
8128,858693,Test,F,49.5,0.25,0.65,1.25,2.8,4.95
8148,4684538,Test,M,67.5,0.08,0.4,0.58,1.4,2.47
8153,7151270,Test,F,53.5,0.18,0.17,1.9,1.82,4.07
8161,8500004,Control,M,54.5,1.5,3.07,0.82,4.88,10.27
8166,1225744,Test,F,25.5,0.17,0.4,0.72,0.38,1.67
8171,777859,Control,U,26.5,0.12,0.08,1.88,0.73,2.82
8177,6412875,Test,M,57.5,0.73,2.25,0.78,8.0,11.77
8184,7889081,Test,U,60.0,0.38,0.48,0.4,0.63,1.9
8198,9221804,Test,M,52.5,0.35,0.42,6.88,0.47,7.7
8207,4104497,Test,U,18.5,0.67,0.18,1.13,0.37,2.35
8225,1029090,Control,F,48.5,0.63,1.73,0.72,4.95,8.03
8232,5483892,Control,M,60.5,0.28,0.65,4.57,1.32,6.82
8237,6439183,Test,M,23.5,0.08,0.65,0.97,0.42,2.12
8251,7726525,Test,M,43.5,0.07,0.25,1.42,0.78,2.52
8270,8868557,Control,M,66.5,0.22,0.43,1.4,0.78,2.83
8286,9340301,Control,U,61.5,0.57,1.52,1.53,2.48,6.1
8298,7515052,Control,U,44.5,0.4,0.1,9.5,0.3,10.3
8305,2297738,Control,M,28.5,0.42,0.15,0.93,0.82,1.85
8313,4850992,Test,F,37.0,0.12,0.92,0.87,0.92,2.82
8347,9510333,Test,F,26.5,0.07,0.32,0.82,0.38,1.58
8352,7879149,Test,U,30.5,0.08,0.27,0.95,0.4,1.7
8357,3252729,Control,M,68.5,0.33,0.22,0.58,1.0,2.13
8370,5156595,Control,F,61.5,0.67,1.78,0.65,1.67,4.77
8376,8571857,Test,U,27.5,0.33,0.13,1.05,0.53,1.8
8389,6168433,Test,U,59.5,0.15,1.1,1.8,0.37,3.42
8400,7013769,Control,U,35.5,0.22,0.55,1.03,1.12,2.92
8405,6960009,Control,M,65.5,0.73,1.52,0.58,4.07,6.9
8414,6683515,Control,F,41.5,0.42,1.75,1.88,1.0,5.05
8419,5056314,Control,F,35.0,0.05,0.87,1.58,1.43,3.93
8427,6397357,Test,M,67.5,0.97,1.47,1.02,2.17,5.62
8433,2918922,Control,M,60.5,0.78,2.6,3.83,3.58,10.8
8438,5602040,Test,M,58.5,0.27,1.82,2.37,0.97,5.42
8446,8156691,Control,U,28.0,0.05,0.42,1.33,0.4,2.2
8489,2415180,Test,F,55.5,0.22,0.13,0.92,0.38,1.65
8494,5487813,Test,U,21.5,0.15,0.12,1.47,0.57,2.3
8499,4740618,Control,M,68.5,0.37,1.57,0.45,1.77,4.02
8511,2067551,Test,F,38.0,0.15,0.23,0.55,0.33,1.27
8530,7468065,Test,U,25.0,0.07,0.1,1.45,0.35,1.97
8535,3060305,Control,M,58.5,0.85,0.15,0.93,2.27,4.07
8542,9127278,Test,U,27.5,0.18,0.48,1.3,0.5,1.32
8559,9056874,Control,M,62.5,1.82,0.68,0.78,0.72,2.52
8579,5820267,Control,F,47.5,0.08,0.73,1.58,0.65,3.05
8596,4280794,Test,M,67.5,0.32,1.0,2.13,3.87,7.32
8601,5044281,Test,F,42.5,0.1,0.13,0.98,0.5,1.72
8606,9045073,Test,M,67.5,0.12,0.2,0.4,1.38,2.1
8615,7592164,Test,M,32.5,1.3,0.08,1.32,2.0,4.55
8622,8423502,Test,U,57.5,0.53,0.23,6.05,1.98,8.8
8629,6909769,Test,U,26.5,0.3,0.13,1.88,0.53,2.85
8651,8273493,Test,F,24.5,0.07,0.2,1.45,0.33,2.05
8664,9868692,Control,F,30.5,0.23,0.55,0.82,0.6,2.2
8669,8276370,Control,M,38.0,0.13,0.23,2.02,0.95,3.33
8674,9728732,Control,M,51.5,0.42,0.15,1.48,0.88,2.93
8699,9985559,Control,U,44.0,0.17,0.43,1.45,0.68,2.73
8731,1919420,Control,U,33.5,0.53,0.17,3.62,8.22,12.53
8742,8755578,Control,F,63.5,0.82,0.78,0.72,1.92,4.23
8747,8516565,Test,M,49.5,0.92,0.73,1.0,0.83,3.48
8752,7477039,Control,M,47.5,0.57,0.12,4.3,1.05,6.03
8757,1503317,Control,F,45.0,0.55,1.03,2.6,1.83,6.02
8772,9343590,Test,U,46.5,0.08,0.32,1.53,0.47,2.4
8796,429189,Control,M,57.5,0.2,0.58,1.9,1.52,4.2
8803,2281740,Test,M,64.5,1.27,1.7,1.55,5.63,10.15
8811,8852099,Control,F,31.5,0.12,0.13,1.6,1.13,2.98
8834,6977190,Control,F,48.5,0.2,0.08,1.3,2.78,4.37
8839,3118535,Test,F,49.5,0.12,1.27,1.88,1.15,4.42
8844,5269385,Control,F,31.5,0.72,0.28,10.53,0.02,11.55
8859,9623251,Test,M,27.5,0.27,0.52,1.02,0.57,2.37
8877,6084682,Control,M,38.5,1.72,0.48,5.72,0.92,8.5
8886,3069127,Control,U,63.5,0.4,0.17,0.83,3.67,5.07
8919,9175519,Test,M,58.5,0.1,2.12,2.2,0.9,2.57
8929,8398698,Control,U,55.5,0.6,0.12,0.6,1.47,2.78
8936,2521253,Test,U,62.5,0.15,0.43,2.38,8.48,11.45
8943,1951762,Test,F,51.0,0.15,0.35,1.12,1.12,2.73
8965,860831,Test,M,52.0,0.27,8.38,5.72,0.3,10.42
8977,6511853,Test,U,57.5,0.77,0.85,0.7,2.95,5.27
8982,8402909,Control,U,63.5,1.02,0.18,0.77,7.83,9.8
8994,991869,Test,F,32.5,0.63,0.58,1.52,0.28,2.5
9012,4861358,Test,F,43.5,0.12,1.3,3.9,0.97,6.28
9036,4670573,Control,F,40.0,0.17,0.22,1.68,0.82,2.88
9066,4977043,Test,F,30.5,0.08,0.22,0.53,1.73,2.57
9071,6015716,Test,M,59.5,0.15,0.73,0.53,2.63,4.05
9082,8781195,Control,F,44.0,0.1,0.17,1.08,0.45,1.8
9088,1872195,Test,M,36.5,0.17,0.83,0.9,0.72,2.62
9093,2593399,Test,M,60.5,0.22,0.47,0.83,0.63,2.15
9127,8006175,Control,U,62.5,0.27,0.17,0.67,7.58,8.68
9163,3037310,Test,M,64.0,0.17,0.32,1.2,0.53,2.22
9181,8699056,Test,F,53.5,0.12,0.43,2.27,1.6,4.42
9186,269529,Test,M,50.5,0.13,0.25,0.98,0.42,1.78
9191,2422435,Test,U,69.5,0.28,1.35,2.72,4.35,8.7
9196,2957115,Control,F,60.5,1.23,1.23,2.35,2.35,7.17
9206,2561640,Test,U,56.5,1.43,0.08,0.82,0.6,1.67
9253,8137187,Test,F,30.5,0.22,0.35,0.53,0.47,1.4
9260,2713154,Control,M,55.0,0.32,0.52,1.7,0.6,3.13
9265,4355873,Control,F,26.0,0.15,0.23,1.7,0.38,2.38
9272,1876212,Control,M,45.0,0.18,0.22,0.98,0.55,1.93
9277,8931195,Test,M,57.0,0.07,0.22,1.2,1.03,2.52
9289,2111468,Control,M,56.5,1.1,0.8,1.58,2.67,6.15
9308,3943115,Test,U,67.5,0.68,0.82,0.68,0.97,2.68
9326,7999974,Control,U,50.5,0.25,0.9,2.25,1.45,4.85
9340,6579408,Control,U,29.5,0.1,0.07,1.35,1.5,3.02
9361,8729183,Test,U,56.5,0.3,1.53,4.8,2.57,9.2
9370,2732841,Control,M,28.5,0.58,0.15,1.57,1.63,3.93
